question,column,row_in_column,option,x_472,y_472,x_480,y_480,dx_480_minus_472,dy_480_minus_472,distance_px,answer_472,status_472,answer_480,status_480,decision_changed
64,2,19,A,595.0,1355.0,588.0,1343.0,-7.0,-12.0,13.892443989449804,A,answered,A,answered,False
64,2,19,B,629.0,1355.0,624.0,1343.0,-5.0,-12.0,13.0,A,answered,A,answered,False
64,2,19,C,665.0,1355.0,659.0,1342.0,-6.0,-13.0,14.317821063276353,A,answered,A,answered,False
64,2,19,D,701.0,1355.0,694.0,1342.0,-7.0,-13.0,14.7648230602334,A,answered,A,answered,False
65,2,20,A,596.0,1384.0,588.0,1371.0,-8.0,-13.0,15.264337522473747,B,answered,A,answered,True
65,2,20,B,630.0,1384.0,624.0,1370.0,-6.0,-14.0,15.231546211727817,B,answered,A,answered,True
65,2,20,C,665.0,1384.0,660.0,1370.0,-5.0,-14.0,14.866068747318506,B,answered,A,answered,True
65,2,20,D,700.0,1384.0,694.0,1370.0,-6.0,-14.0,15.231546211727817,B,answered,A,answered,True
66,2,21,A,596.0,1413.0,588.0,1399.0,-8.0,-14.0,16.1245154965971,C,answered,B,answered,True
66,2,21,B,630.0,1413.0,623.0,1399.0,-7.0,-14.0,15.652475842498529,C,answered,B,answered,True
66,2,21,C,665.0,1413.0,659.0,1399.0,-6.0,-14.0,15.231546211727817,C,answered,B,answered,True
66,2,21,D,700.0,1412.0,694.0,1399.0,-6.0,-13.0,14.317821063276353,C,answered,B,answered,True
67,2,22,A,595.0,1441.0,588.0,1428.0,-7.0,-13.0,14.7648230602334,A,answered,C,answered,True
67,2,22,B,631.0,1441.0,624.0,1428.0,-7.0,-13.0,14.7648230602334,A,answered,C,answered,True
67,2,22,C,666.0,1440.0,660.0,1428.0,-6.0,-12.0,13.416407864998739,A,answered,C,answered,True
67,2,22,D,700.0,1439.0,694.0,1428.0,-6.0,-11.0,12.529964086141668,A,answered,C,answered,True
68,2,23,A,594.0,1469.0,588.0,1456.0,-6.0,-13.0,14.317821063276353,A,answered,A,answered,False
68,2,23,B,631.0,1468.0,624.0,1456.0,-7.0,-12.0,13.892443989449804,A,answered,A,answered,False
68,2,23,C,666.0,1468.0,660.0,1456.0,-6.0,-12.0,13.416407864998739,A,answered,A,answered,False
68,2,23,D,700.0,1468.0,694.0,1456.0,-6.0,-12.0,13.416407864998739,A,answered,A,answered,False
69,2,24,A,596.0,1498.0,588.0,1484.0,-8.0,-14.0,16.1245154965971,A,answered,A,answered,False
69,2,24,B,631.0,1497.0,624.0,1484.0,-7.0,-13.0,14.7648230602334,A,answered,A,answered,False
69,2,24,C,666.0,1496.0,659.0,1484.0,-7.0,-12.0,13.892443989449804,A,answered,A,answered,False
69,2,24,D,700.0,1496.0,694.0,1484.0,-6.0,-12.0,13.416407864998739,A,answered,A,answered,False
70,2,25,A,595.0,1525.0,588.0,1514.0,-7.0,-11.0,13.038404810405298,A,answered,A,answered,False
70,2,25,B,631.0,1524.0,624.0,1513.0,-7.0,-11.0,13.038404810405298,A,answered,A,answered,False
70,2,25,C,666.0,1524.0,659.0,1514.0,-7.0,-10.0,12.206555615733702,A,answered,A,answered,False
70,2,25,D,700.0,1524.0,694.0,1513.0,-6.0,-11.0,12.529964086141668,A,answered,A,answered,False
71,2,26,A,596.0,1552.0,588.0,1542.0,-8.0,-10.0,12.806248474865697,A,answered,A,answered,False
71,2,26,B,631.0,1552.0,624.0,1541.0,-7.0,-11.0,13.038404810405298,A,answered,A,answered,False
71,2,26,C,666.0,1552.0,659.0,1541.0,-7.0,-11.0,13.038404810405298,A,answered,A,answered,False
71,2,26,D,700.0,1551.0,694.0,1541.0,-6.0,-10.0,11.661903789690601,A,answered,A,answered,False
72,2,27,A,595.0,1582.0,588.0,1570.0,-7.0,-12.0,13.892443989449804,A,answered,A,answered,False
72,2,27,B,631.0,1581.0,624.0,1570.0,-7.0,-11.0,13.038404810405298,A,answered,A,answered,False
72,2,27,C,666.0,1581.0,659.0,1570.0,-7.0,-11.0,13.038404810405298,A,answered,A,answered,False
72,2,27,D,700.0,1580.0,694.0,1570.0,-6.0,-10.0,11.661903789690601,A,answered,A,answered,False
73,2,28,A,595.0,1610.0,588.0,1599.0,-7.0,-11.0,13.038404810405298,A,answered,A,answered,False
73,2,28,B,631.0,1609.0,624.0,1599.0,-7.0,-10.0,12.206555615733702,A,answered,A,answered,False
73,2,28,C,666.0,1608.0,659.0,1598.0,-7.0,-10.0,12.206555615733702,A,answered,A,answered,False
73,2,28,D,700.0,1607.0,694.0,1598.0,-6.0,-9.0,10.816653826391969,A,answered,A,answered,False
74,2,29,A,594.0,1637.0,587.0,1627.0,-7.0,-10.0,12.206555615733702,A,answered,A,answered,False
74,2,29,B,631.0,1636.0,624.0,1627.0,-7.0,-9.0,11.40175425099138,A,answered,A,answered,False
74,2,29,C,666.0,1636.0,659.0,1627.0,-7.0,-9.0,11.40175425099138,A,answered,A,answered,False
74,2,29,D,700.0,1635.0,693.0,1627.0,-7.0,-8.0,10.63014581273465,A,answered,A,answered,False
75,2,30,A,594.0,1666.0,587.0,1656.0,-7.0,-10.0,12.206555615733702,B,answered,A,answered,True
75,2,30,B,630.0,1666.0,623.0,1656.0,-7.0,-10.0,12.206555615733702,B,answered,A,answered,True
75,2,30,C,666.0,1664.0,658.0,1655.0,-8.0,-9.0,12.041594578792296,B,answered,A,answered,True
75,2,30,D,700.0,1664.0,694.0,1655.0,-6.0,-9.0,10.816653826391969,B,answered,A,answered,True
76,2,31,A,594.0,1694.0,586.0,1685.0,-8.0,-9.0,12.041594578792296,C,answered,B,answered,True
76,2,31,B,631.0,1693.0,624.0,1684.0,-7.0,-9.0,11.40175425099138,C,answered,B,answered,True
76,2,31,C,666.0,1692.0,658.0,1685.0,-8.0,-7.0,10.63014581273465,C,answered,B,answered,True
76,2,31,D,700.0,1692.0,694.0,1684.0,-6.0,-8.0,10.0,C,answered,B,answered,True
77,2,32,A,594.0,1722.0,586.0,1713.0,-8.0,-9.0,12.041594578792296,A,answered,C,answered,True
77,2,32,B,631.0,1720.0,622.0,1714.0,-9.0,-6.0,10.816653826391969,A,answered,C,answered,True
77,2,32,C,666.0,1720.0,658.0,1714.0,-8.0,-6.0,10.0,A,answered,C,answered,True
77,2,32,D,700.0,1720.0,694.0,1713.0,-6.0,-7.0,9.219544457292887,A,answered,C,answered,True
78,2,33,A,596.0,1750.0,586.0,1742.0,-10.0,-8.0,12.806248474865697,A,answered,A,answered,False
78,2,33,B,630.0,1752.0,622.0,1742.0,-8.0,-10.0,12.806248474865697,A,answered,A,answered,False
78,2,33,C,666.0,1749.0,658.0,1742.0,-8.0,-7.0,10.63014581273465,A,answered,A,answered,False
78,2,33,D,700.0,1748.0,692.0,1742.0,-8.0,-6.0,10.0,A,answered,A,answered,False
79,2,34,A,594.0,1777.0,587.0,1771.0,-7.0,-6.0,9.219544457292887,A,answered,A,answered,False
79,2,34,B,630.0,1776.0,622.0,1772.0,-8.0,-4.0,8.94427190999916,A,answered,A,answered,False
79,2,34,C,666.0,1776.0,658.0,1772.0,-8.0,-4.0,8.94427190999916,A,answered,A,answered,False
79,2,34,D,700.0,1775.0,693.0,1770.0,-7.0,-5.0,8.602325267042627,A,answered,A,answered,False
80,2,35,A,596.0,1806.0,586.0,1799.0,-10.0,-7.0,12.206555615733702,A,answered,A,answered,False
80,2,35,B,630.0,1805.0,622.0,1799.0,-8.0,-6.0,10.0,A,answered,A,answered,False
80,2,35,C,666.0,1804.0,658.0,1799.0,-8.0,-5.0,9.433981132056603,A,answered,A,answered,False
80,2,35,D,700.0,1804.0,693.0,1798.0,-7.0,-6.0,9.219544457292887,A,answered,A,answered,False
81,2,36,A,594.0,1834.0,587.0,1828.0,-7.0,-6.0,9.219544457292887,A,answered,A,answered,False
81,2,36,B,630.0,1834.0,622.0,1828.0,-8.0,-6.0,10.0,A,answered,A,answered,False
81,2,36,C,666.0,1834.0,658.0,1828.0,-8.0,-6.0,10.0,A,answered,A,answered,False
81,2,36,D,700.0,1832.0,692.0,1828.0,-8.0,-4.0,8.94427190999916,A,answered,A,answered,False
82,2,37,A,594.0,1862.0,585.0,1858.0,-9.0,-4.0,9.848857801796104,A,answered,A,answered,False
82,2,37,B,630.0,1861.0,622.0,1858.0,-8.0,-3.0,8.54400374531753,A,answered,A,answered,False
82,2,37,C,666.0,1860.0,658.0,1858.0,-8.0,-2.0,8.246211251235321,A,answered,A,answered,False
82,2,37,D,700.0,1860.0,693.0,1858.0,-7.0,-2.0,7.280109889280518,A,answered,A,answered,False
83,2,38,A,594.0,1890.0,586.0,1886.0,-8.0,-4.0,8.94427190999916,MULTIPLE,multiple,A,answered,True
83,2,38,B,631.0,1890.0,622.0,1886.0,-9.0,-4.0,9.848857801796104,MULTIPLE,multiple,A,answered,True
83,2,38,C,666.0,1888.0,658.0,1886.0,-8.0,-2.0,8.246211251235321,MULTIPLE,multiple,A,answered,True
83,2,38,D,700.0,1888.0,692.0,1886.0,-8.0,-2.0,8.246211251235321,MULTIPLE,multiple,A,answered,True
84,2,39,A,594.0,1918.0,584.0,1915.0,-10.0,-3.0,10.44030650891055,A,answered,MULTIPLE,multiple,True
84,2,39,B,630.0,1918.0,622.0,1916.0,-8.0,-2.0,8.246211251235321,A,answered,MULTIPLE,multiple,True
84,2,39,C,666.0,1918.0,657.0,1916.0,-9.0,-2.0,9.219544457292887,A,answered,MULTIPLE,multiple,True
84,2,39,D,700.0,1916.0,692.0,1916.0,-8.0,0.0,8.0,A,answered,MULTIPLE,multiple,True
85,2,40,A,594.0,1946.0,585.0,1944.0,-9.0,-2.0,9.219544457292887,A,answered,A,answered,False
85,2,40,B,630.0,1945.0,622.0,1944.0,-8.0,-1.0,8.06225774829855,A,answered,A,answered,False
85,2,40,C,666.0,1944.0,658.0,1944.0,-8.0,0.0,8.0,A,answered,A,answered,False
85,2,40,D,700.0,1944.0,692.0,1944.0,-8.0,0.0,8.0,A,answered,A,answered,False
86,2,41,A,594.0,1974.0,584.0,1973.0,-10.0,-1.0,10.04987562112089,A,answered,A,answered,False
86,2,41,B,630.0,1974.0,621.0,1974.0,-9.0,0.0,9.0,A,answered,A,answered,False
86,2,41,C,666.0,1973.0,657.0,1973.0,-9.0,0.0,9.0,A,answered,A,answered,False
86,2,41,D,700.0,1972.0,692.0,1974.0,-8.0,2.0,8.246211251235321,A,answered,A,answered,False
87,2,42,A,594.0,2004.0,585.0,2003.0,-9.0,-1.0,9.055385138137417,A,answered,A,answered,False
87,2,42,B,630.0,2003.0,622.0,2002.0,-8.0,-1.0,8.06225774829855,A,answered,A,answered,False
87,2,42,C,666.0,2002.0,657.0,2002.0,-9.0,0.0,9.0,A,answered,A,answered,False
87,2,42,D,700.0,2002.0,692.0,2002.0,-8.0,0.0,8.0,A,answered,A,answered,False
88,2,43,A,594.0,2031.0,584.0,2032.0,-10.0,1.0,10.04987562112089,A,answered,A,answered,False
88,2,43,B,630.0,2030.0,621.0,2032.0,-9.0,2.0,9.219544457292887,A,answered,A,answered,False
88,2,43,C,666.0,2030.0,657.0,2032.0,-9.0,2.0,9.219544457292887,A,answered,A,answered,False
88,2,43,D,700.0,2028.0,692.0,2032.0,-8.0,4.0,8.94427190999916,A,answered,A,answered,False
89,2,44,A,594.0,2060.0,584.0,2060.0,-10.0,0.0,10.0,A,answered,A,answered,False
89,2,44,B,630.0,2059.0,620.0,2060.0,-10.0,1.0,10.04987562112089,A,answered,A,answered,False
89,2,44,C,666.0,2058.0,657.0,2060.0,-9.0,2.0,9.219544457292887,A,answered,A,answered,False
89,2,44,D,700.0,2057.0,692.0,2060.0,-8.0,3.0,8.54400374531753,A,answered,A,answered,False
90,2,45,A,595.0,2087.0,584.0,2090.0,-11.0,3.0,11.40175425099138,,blank,A,answered,True
90,2,45,B,629.0,2086.0,620.0,2090.0,-9.0,4.0,9.848857801796104,,blank,A,answered,True
90,2,45,C,665.0,2085.0,657.0,2089.0,-8.0,4.0,8.94427190999916,,blank,A,answered,True
90,2,45,D,701.0,2085.0,692.0,2089.0,-9.0,4.0,9.848857801796104,,blank,A,answered,True
91,3,1,A,946.0,831.0,947.0,828.0,1.0,-3.0,3.1622776601683795,A,answered,A,answered,False
91,3,1,B,984.0,825.0,982.0,828.0,-2.0,3.0,3.605551275463989,A,answered,A,answered,False
91,3,1,C,1021.0,824.0,1020.0,828.0,-1.0,4.0,4.123105625617661,A,answered,A,answered,False
91,3,1,D,1056.0,824.0,1055.0,827.0,-1.0,3.0,3.1622776601683795,A,answered,A,answered,False
92,3,2,A,946.0,861.0,947.0,858.0,1.0,-3.0,3.1622776601683795,A,answered,A,answered,False
92,3,2,B,982.0,861.0,982.0,858.0,0.0,-3.0,3.0,A,answered,A,answered,False
92,3,2,C,1020.0,854.0,1020.0,857.0,0.0,3.0,3.0,A,answered,A,answered,False
92,3,2,D,1056.0,854.0,1055.0,857.0,-1.0,3.0,3.1622776601683795,A,answered,A,answered,False
93,3,3,A,946.0,880.0,946.0,885.0,0.0,5.0,5.0,B,answered,B,answered,False
93,3,3,B,984.0,880.0,983.0,884.0,-1.0,4.0,4.123105625617661,B,answered,B,answered,False
93,3,3,C,1020.0,880.0,1020.0,885.0,0.0,5.0,5.0,B,answered,B,answered,False
93,3,3,D,1055.0,879.0,1055.0,884.0,0.0,5.0,5.0,B,answered,B,answered,False
94,3,4,A,948.0,909.0,946.0,914.0,-2.0,5.0,5.385164807134504,A,answered,A,answered,False
94,3,4,B,984.0,910.0,982.0,914.0,-2.0,4.0,4.47213595499958,A,answered,A,answered,False
94,3,4,C,1020.0,909.0,1020.0,914.0,0.0,5.0,5.0,A,answered,A,answered,False
94,3,4,D,1055.0,908.0,1054.0,914.0,-1.0,6.0,6.082762530298219,A,answered,A,answered,False
95,3,5,A,948.0,938.0,946.0,944.0,-2.0,6.0,6.324555320336759,A,answered,A,answered,False
95,3,5,B,984.0,938.0,982.0,943.0,-2.0,5.0,5.385164807134504,A,answered,A,answered,False
95,3,5,C,1020.0,938.0,1020.0,943.0,0.0,5.0,5.0,A,answered,A,answered,False
95,3,5,D,1055.0,937.0,1055.0,943.0,0.0,6.0,6.0,A,answered,A,answered,False
96,3,6,A,947.0,964.0,946.0,971.0,-1.0,7.0,7.0710678118654755,A,answered,A,answered,False
96,3,6,B,983.0,964.0,982.0,971.0,-1.0,7.0,7.0710678118654755,A,answered,A,answered,False
96,3,6,C,1020.0,964.0,1020.0,971.0,0.0,7.0,7.0,A,answered,A,answered,False
96,3,6,D,1055.0,963.0,1055.0,970.0,0.0,7.0,7.0,A,answered,A,answered,False
97,3,7,A,948.0,994.0,946.0,1001.0,-2.0,7.0,7.280109889280518,A,answered,A,answered,False
97,3,7,B,983.0,993.0,982.0,1001.0,-1.0,8.0,8.06225774829855,A,answered,A,answered,False
97,3,7,C,1020.0,992.0,1020.0,1000.0,0.0,8.0,8.0,A,answered,A,answered,False
97,3,7,D,1055.0,992.0,1054.0,1000.0,-1.0,8.0,8.06225774829855,A,answered,A,answered,False
98,3,8,A,947.0,1025.0,946.0,1031.0,-1.0,6.0,6.082762530298219,A,answered,A,answered,False
98,3,8,B,983.0,1025.0,982.0,1030.0,-1.0,5.0,5.0990195135927845,A,answered,A,answered,False
98,3,8,C,1020.0,1025.0,1020.0,1030.0,0.0,5.0,5.0,A,answered,A,answered,False
98,3,8,D,1055.0,1025.0,1054.0,1030.0,-1.0,5.0,5.0990195135927845,A,answered,A,answered,False
99,3,9,A,948.0,1046.0,945.0,1058.0,-3.0,12.0,12.36931687685298,B,answered,B,answered,False
99,3,9,B,983.0,1047.0,982.0,1057.0,-1.0,10.0,10.04987562112089,B,answered,B,answered,False
99,3,9,C,1020.0,1047.0,1020.0,1057.0,0.0,10.0,10.0,B,answered,B,answered,False
99,3,9,D,1055.0,1047.0,1054.0,1057.0,-1.0,10.0,10.04987562112089,B,answered,B,answered,False
100,3,10,A,948.0,1077.0,946.0,1087.0,-2.0,10.0,10.198039027185569,C,answered,C,answered,False
100,3,10,B,983.0,1076.0,982.0,1087.0,-1.0,11.0,11.045361017187261,C,answered,C,answered,False
100,3,10,C,1020.0,1076.0,1020.0,1086.0,0.0,10.0,10.0,C,answered,C,answered,False
100,3,10,D,1055.0,1075.0,1054.0,1086.0,-1.0,11.0,11.045361017187261,C,answered,C,answered,False
101,3,11,A,948.0,1106.0,946.0,1116.0,-2.0,10.0,10.198039027185569,A,answered,A,answered,False
101,3,11,B,984.0,1104.0,982.0,1116.0,-2.0,12.0,12.165525060596439,A,answered,A,answered,False
101,3,11,C,1020.0,1105.0,1019.0,1116.0,-1.0,11.0,11.045361017187261,A,answered,A,answered,False
101,3,11,D,1055.0,1104.0,1054.0,1116.0,-1.0,12.0,12.041594578792296,A,answered,A,answered,False
102,3,12,A,948.0,1133.0,946.0,1144.0,-2.0,11.0,11.180339887498949,A,answered,A,answered,False
102,3,12,B,984.0,1131.0,982.0,1144.0,-2.0,13.0,13.152946437965905,A,answered,A,answered,False
102,3,12,C,1020.0,1130.0,1020.0,1144.0,0.0,14.0,14.0,A,answered,A,answered,False
102,3,12,D,1055.0,1130.0,1054.0,1143.0,-1.0,13.0,13.038404810405298,A,answered,A,answered,False
103,3,13,A,948.0,1180.0,945.0,1173.0,-3.0,-7.0,7.615773105863909,A,answered,A,answered,False
103,3,13,B,984.0,1180.0,982.0,1172.0,-2.0,-8.0,8.246211251235321,A,answered,A,answered,False
103,3,13,C,1021.0,1180.0,1019.0,1172.0,-2.0,-8.0,8.246211251235321,A,answered,A,answered,False
103,3,13,D,1055.0,1180.0,1054.0,1172.0,-1.0,-8.0,8.06225774829855,A,answered,A,answered,False
104,3,14,A,948.0,1209.0,945.0,1202.0,-3.0,-7.0,7.615773105863909,A,answered,A,answered,False
104,3,14,B,984.0,1209.0,982.0,1202.0,-2.0,-7.0,7.280109889280518,A,answered,A,answered,False
104,3,14,C,1021.0,1209.0,1019.0,1202.0,-2.0,-7.0,7.280109889280518,A,answered,A,answered,False
104,3,14,D,1055.0,1209.0,1054.0,1202.0,-1.0,-7.0,7.0710678118654755,A,answered,A,answered,False
105,3,15,A,948.0,1238.0,946.0,1230.0,-2.0,-8.0,8.246211251235321,A,answered,A,answered,False
105,3,15,B,984.0,1238.0,982.0,1228.0,-2.0,-10.0,10.198039027185569,A,answered,A,answered,False
105,3,15,C,1021.0,1238.0,1018.0,1229.0,-3.0,-9.0,9.486832980505138,A,answered,A,answered,False
105,3,15,D,1055.0,1238.0,1054.0,1229.0,-1.0,-9.0,9.055385138137417,A,answered,A,answered,False
106,3,16,A,948.0,1267.0,945.0,1258.0,-3.0,-9.0,9.486832980505138,D,answered,A,answered,True
106,3,16,B,984.0,1267.0,982.0,1258.0,-2.0,-9.0,9.219544457292887,D,answered,A,answered,True
106,3,16,C,1021.0,1267.0,1018.0,1258.0,-3.0,-9.0,9.486832980505138,D,answered,A,answered,True
106,3,16,D,1055.0,1267.0,1054.0,1258.0,-1.0,-9.0,9.055385138137417,D,answered,A,answered,True
107,3,17,A,948.0,1297.0,946.0,1287.0,-2.0,-10.0,10.198039027185569,B,answered,D,answered,True
107,3,17,B,984.0,1297.0,982.0,1287.0,-2.0,-10.0,10.198039027185569,B,answered,D,answered,True
107,3,17,C,1021.0,1297.0,1018.0,1287.0,-3.0,-10.0,10.44030650891055,B,answered,D,answered,True
107,3,17,D,1055.0,1296.0,1053.0,1288.0,-2.0,-8.0,8.246211251235321,B,answered,D,answered,True
108,3,18,A,948.0,1324.0,945.0,1314.0,-3.0,-10.0,10.44030650891055,A,answered,B,answered,True
108,3,18,B,984.0,1324.0,982.0,1314.0,-2.0,-10.0,10.198039027185569,A,answered,B,answered,True
108,3,18,C,1021.0,1324.0,1019.0,1314.0,-2.0,-10.0,10.198039027185569,A,answered,B,answered,True
108,3,18,D,1055.0,1324.0,1054.0,1314.0,-1.0,-10.0,10.04987562112089,A,answered,B,answered,True
109,3,19,A,948.0,1353.0,946.0,1343.0,-2.0,-10.0,10.198039027185569,A,answered,A,answered,False
109,3,19,B,984.0,1353.0,982.0,1343.0,-2.0,-10.0,10.198039027185569,A,answered,A,answered,False
109,3,19,C,1021.0,1352.0,1018.0,1343.0,-3.0,-9.0,9.486832980505138,A,answered,A,answered,False
109,3,19,D,1055.0,1352.0,1053.0,1343.0,-2.0,-9.0,9.219544457292887,A,answered,A,answered,False
110,3,20,A,949.0,1381.0,946.0,1371.0,-3.0,-10.0,10.44030650891055,A,answered,A,answered,False
110,3,20,B,984.0,1380.0,982.0,1371.0,-2.0,-9.0,9.219544457292887,A,answered,A,answered,False
110,3,20,C,1021.0,1380.0,1018.0,1371.0,-3.0,-9.0,9.486832980505138,A,answered,A,answered,False
110,3,20,D,1056.0,1380.0,1054.0,1371.0,-2.0,-9.0,9.219544457292887,A,answered,A,answered,False
111,3,21,A,949.0,1410.0,947.0,1399.0,-2.0,-11.0,11.180339887498949,A,answered,A,answered,False
111,3,21,B,984.0,1409.0,982.0,1399.0,-2.0,-10.0,10.198039027185569,A,answered,A,answered,False
111,3,21,C,1021.0,1410.0,1018.0,1399.0,-3.0,-11.0,11.40175425099138,A,answered,A,answered,False
111,3,21,D,1056.0,1410.0,1054.0,1400.0,-2.0,-10.0,10.198039027185569,A,answered,A,answered,False
112,3,22,A,949.0,1437.0,946.0,1428.0,-3.0,-9.0,9.486832980505138,A,answered,A,answered,False
112,3,22,B,988.0,1436.0,982.0,1428.0,-6.0,-8.0,10.0,A,answered,A,answered,False
112,3,22,C,1022.0,1436.0,1019.0,1428.0,-3.0,-8.0,8.54400374531753,A,answered,A,answered,False
112,3,22,D,1056.0,1436.0,1054.0,1428.0,-2.0,-8.0,8.246211251235321,A,answered,A,answered,False
113,3,23,A,949.0,1464.0,946.0,1457.0,-3.0,-7.0,7.615773105863909,A,answered,A,answered,False
113,3,23,B,984.0,1464.0,982.0,1456.0,-2.0,-8.0,8.246211251235321,A,answered,A,answered,False
113,3,23,C,1022.0,1463.0,1019.0,1456.0,-3.0,-7.0,7.615773105863909,A,answered,A,answered,False
113,3,23,D,1056.0,1464.0,1054.0,1456.0,-2.0,-8.0,8.246211251235321,A,answered,A,answered,False
114,3,24,A,950.0,1493.0,946.0,1484.0,-4.0,-9.0,9.848857801796104,A,answered,A,answered,False
114,3,24,B,985.0,1493.0,982.0,1484.0,-3.0,-9.0,9.486832980505138,A,answered,A,answered,False
114,3,24,C,1022.0,1492.0,1018.0,1484.0,-4.0,-8.0,8.94427190999916,A,answered,A,answered,False
114,3,24,D,1056.0,1492.0,1054.0,1484.0,-2.0,-8.0,8.246211251235321,A,answered,A,answered,False
115,3,25,A,949.0,1520.0,946.0,1514.0,-3.0,-6.0,6.708203932499369,MULTIPLE,multiple,A,answered,True
115,3,25,B,985.0,1520.0,982.0,1513.0,-3.0,-7.0,7.615773105863909,MULTIPLE,multiple,A,answered,True
115,3,25,C,1022.0,1520.0,1020.0,1513.0,-2.0,-7.0,7.280109889280518,MULTIPLE,multiple,A,answered,True
115,3,25,D,1056.0,1520.0,1054.0,1513.0,-2.0,-7.0,7.280109889280518,MULTIPLE,multiple,A,answered,True
116,3,26,A,949.0,1548.0,946.0,1541.0,-3.0,-7.0,7.615773105863909,A,answered,MULTIPLE,multiple,True
116,3,26,B,986.0,1548.0,982.0,1542.0,-4.0,-6.0,7.211102550927978,A,answered,MULTIPLE,multiple,True
116,3,26,C,1022.0,1548.0,1019.0,1541.0,-3.0,-7.0,7.615773105863909,A,answered,MULTIPLE,multiple,True
116,3,26,D,1056.0,1548.0,1054.0,1542.0,-2.0,-6.0,6.324555320336759,A,answered,MULTIPLE,multiple,True
117,3,27,A,950.0,1577.0,946.0,1570.0,-4.0,-7.0,8.06225774829855,B,answered,A,answered,True
117,3,27,B,986.0,1576.0,982.0,1570.0,-4.0,-6.0,7.211102550927978,B,answered,A,answered,True
117,3,27,C,1022.0,1576.0,1020.0,1570.0,-2.0,-6.0,6.324555320336759,B,answered,A,answered,True
117,3,27,D,1057.0,1578.0,1054.0,1570.0,-3.0,-8.0,8.54400374531753,B,answered,A,answered,True
118,3,28,A,950.0,1607.0,945.0,1599.0,-5.0,-8.0,9.433981132056603,A,answered,B,answered,True
118,3,28,B,986.0,1604.0,982.0,1599.0,-4.0,-5.0,6.4031242374328485,A,answered,B,answered,True
118,3,28,C,1022.0,1604.0,1020.0,1599.0,-2.0,-5.0,5.385164807134504,A,answered,B,answered,True
118,3,28,D,1057.0,1604.0,1054.0,1599.0,-3.0,-5.0,5.830951894845301,A,answered,B,answered,True
119,3,29,A,950.0,1632.0,946.0,1627.0,-4.0,-5.0,6.4031242374328485,B,answered,A,answered,True
119,3,29,B,986.0,1632.0,982.0,1627.0,-4.0,-5.0,6.4031242374328485,B,answered,A,answered,True
119,3,29,C,1023.0,1632.0,1020.0,1627.0,-3.0,-5.0,5.830951894845301,B,answered,A,answered,True
119,3,29,D,1057.0,1632.0,1054.0,1627.0,-3.0,-5.0,5.830951894845301,B,answered,A,answered,True
120,3,30,A,950.0,1660.0,946.0,1656.0,-4.0,-4.0,5.656854249492381,A,answered,B,answered,True
120,3,30,B,986.0,1660.0,982.0,1656.0,-4.0,-4.0,5.656854249492381,A,answered,B,answered,True
120,3,30,C,1023.0,1660.0,1020.0,1656.0,-3.0,-4.0,5.0,A,answered,B,answered,True
120,3,30,D,1057.0,1660.0,1054.0,1656.0,-3.0,-4.0,5.0,A,answered,B,answered,True
121,3,31,A,950.0,1688.0,946.0,1684.0,-4.0,-4.0,5.656854249492381,A,answered,A,answered,False
121,3,31,B,986.0,1688.0,982.0,1684.0,-4.0,-4.0,5.656854249492381,A,answered,A,answered,False
121,3,31,C,1023.0,1688.0,1020.0,1685.0,-3.0,-3.0,4.242640687119285,A,answered,A,answered,False
121,3,31,D,1058.0,1688.0,1054.0,1685.0,-4.0,-3.0,5.0,A,answered,A,answered,False
122,3,32,A,950.0,1716.0,946.0,1713.0,-4.0,-3.0,5.0,B,answered,A,answered,True
122,3,32,B,986.0,1716.0,982.0,1713.0,-4.0,-3.0,5.0,B,answered,A,answered,True
122,3,32,C,1023.0,1716.0,1020.0,1713.0,-3.0,-3.0,4.242640687119285,B,answered,A,answered,True
122,3,32,D,1058.0,1716.0,1054.0,1714.0,-4.0,-2.0,4.47213595499958,B,answered,A,answered,True
123,3,33,A,950.0,1744.0,946.0,1741.0,-4.0,-3.0,5.0,A,answered,B,answered,True
123,3,33,B,986.0,1744.0,982.0,1742.0,-4.0,-2.0,4.47213595499958,A,answered,B,answered,True
123,3,33,C,1024.0,1744.0,1020.0,1742.0,-4.0,-2.0,4.47213595499958,A,answered,B,answered,True
123,3,33,D,1058.0,1746.0,1054.0,1742.0,-4.0,-4.0,5.656854249492381,A,answered,B,answered,True
124,3,34,A,950.0,1772.0,946.0,1771.0,-4.0,-1.0,4.123105625617661,A,answered,A,answered,False
124,3,34,B,986.0,1772.0,982.0,1770.0,-4.0,-2.0,4.47213595499958,A,answered,A,answered,False
124,3,34,C,1023.0,1771.0,1020.0,1771.0,-3.0,0.0,3.0,A,answered,A,answered,False
124,3,34,D,1058.0,1771.0,1055.0,1770.0,-3.0,-1.0,3.1622776601683795,A,answered,A,answered,False
125,3,35,A,951.0,1800.0,946.0,1799.0,-5.0,-1.0,5.0990195135927845,A,answered,A,answered,False
125,3,35,B,986.0,1800.0,983.0,1798.0,-3.0,-2.0,3.605551275463989,A,answered,A,answered,False
125,3,35,C,1023.0,1800.0,1020.0,1799.0,-3.0,-1.0,3.1622776601683795,A,answered,A,answered,False
125,3,35,D,1058.0,1800.0,1056.0,1799.0,-2.0,-1.0,2.23606797749979,A,answered,A,answered,False
126,3,36,A,951.0,1828.0,947.0,1828.0,-4.0,0.0,4.0,A,answered,A,answered,False
